dataset,min_silence_len,silence_thresh,N_words,precision,recall,f1,MAE,RMSE,R2
chatexport,100,-33,2,1,0.2795698924731183,0.4369747899159663,10.05913978494624,14.00633497224876,0
chatexport,100,-33,1,1,0.1720430107526882,0.2935779816513762,10.05913978494624,14.00633497224876,0
chatexport,100,-33,0,1,0.0967741935483871,0.1764705882352941,10.05913978494624,14.00633497224876,0
chatexport,50,-21,3,1,0.4301075268817204,0.6015037593984962,10.12903225806452,16.94805473025695,0
chatexport,50,-21,2,1,0.3440860215053764,0.512,10.12903225806452,16.94805473025695,0
chatexport,50,-21,1,1,0.2258064516129032,0.3684210526315789,10.12903225806452,16.94805473025695,0
chatexport,50,-21,0,1,0.06451612903225806,0.1212121212121212,10.12903225806452,16.94805473025695,0
chatexport,50,-19,3,1,0.3763440860215054,0.546875,10.22043010752688,17.30668961345133,0
chatexport,50,-19,2,1,0.3118279569892473,0.4754098360655738,10.22043010752688,17.30668961345133,0
chatexport,50,-19,1,1,0.2311827956989247,0.3755458515283843,10.22043010752688,17.30668961345133,0
chatexport,50,-19,0,1,0.08064516129032258,0.1492537313432836,10.22043010752688,17.30668961345133,0
chatexport,50,-18,3,1,0.3494623655913979,0.5179282868525896,10.30645161290323,17.8378298019409,0
chatexport,50,-18,2,1,0.2795698924731183,0.4369747899159663,10.30645161290323,17.8378298019409,0
chatexport,50,-18,1,1,0.1989247311827957,0.3318385650224215,10.30645161290323,17.8378298019409,0
chatexport,50,-18,0,1,0.08064516129032258,0.1492537313432836,10.30645161290323,17.8378298019409,0
chatexport,50,-20,3,1,0.4032258064516129,0.5747126436781609,10.38709677419355,17.29130554098874,0
chatexport,50,-20,2,1,0.3064516129032258,0.4691358024691358,10.38709677419355,17.29130554098874,0
chatexport,50,-20,1,1,0.2204301075268817,0.3612334801762114,10.38709677419355,17.29130554098874,0
chatexport,50,-20,0,1,0.08064516129032258,0.1492537313432836,10.38709677419355,17.29130554098874,0
chatexport,100,-34,3,1,0.3225806451612903,0.4878048780487805,10.69354838709677,14.81807237184393,0
chatexport,100,-34,2,1,0.2473118279569892,0.396551724137931,10.69354838709677,14.81807237184393,0
chatexport,100,-34,1,1,0.1881720430107527,0.3167420814479638,10.69354838709677,14.81807237184393,0
chatexport,100,-34,0,1,0.0967741935483871,0.1764705882352941,10.69354838709677,14.81807237184393,0
chatexport,50,-17,3,1,0.3602150537634409,0.5296442687747035,10.98924731182796,18.45861398121557,0
chatexport,50,-17,2,1,0.2795698924731183,0.4369747899159663,10.98924731182796,18.45861398121557,0
chatexport,50,-17,1,1,0.1881720430107527,0.3167420814479638,10.98924731182796,18.45861398121557,0
chatexport,50,-17,0,1,0.05376344086021505,0.1020408163265306,10.98924731182796,18.45861398121557,0
chatexport,100,-20,3,1,0.3279569892473118,0.4939271255060729,11.08064516129032,17.60299950002412,0
chatexport,100,-20,2,1,0.2526881720430108,0.4034334763948498,11.08064516129032,17.60299950002412,0
chatexport,100,-20,1,1,0.1505376344086022,0.2616822429906542,11.08064516129032,17.60299950002412,0
chatexport,100,-20,0,1,0.05376344086021505,0.1020408163265306,11.08064516129032,17.60299950002412,0
chatexport,100,-35,3,1,0.2849462365591398,0.4435146443514645,11.37096774193548,15.59656013908333,0
chatexport,100,-35,2,1,0.2150537634408602,0.3539823008849557,11.37096774193548,15.59656013908333,0
chatexport,100,-35,1,1,0.1612903225806452,0.2777777777777777,11.37096774193548,15.59656013908333,0
chatexport,100,-35,0,1,0.06989247311827956,0.1306532663316583,11.37096774193548,15.59656013908333,0
chatexport,50,-16,3,1,0.3172043010752688,0.4816326530612245,12.24731182795699,19.72171991888993,0
chatexport,50,-16,2,1,0.2580645161290323,0.4102564102564102,12.24731182795699,19.72171991888993,0
chatexport,50,-16,1,1,0.1666666666666667,0.2857142857142857,12.24731182795699,19.72171991888993,0
chatexport,50,-16,0,1,0.06451612903225806,0.1212121212121212,12.24731182795699,19.72171991888993,0
chatexport,100,-36,3,1,0.2311827956989247,0.3755458515283843,12.37096774193548,16.8243614970954,0
chatexport,100,-36,2,1,0.1935483870967742,0.3243243243243243,12.37096774193548,16.8243614970954,0
chatexport,100,-36,1,1,0.1612903225806452,0.2777777777777777,12.37096774193548,16.8243614970954,0
chatexport,100,-36,0,1,0.03763440860215054,0.07253886010362695,12.37096774193548,16.8243614970954,0
chatexport,100,-19,3,1,0.2634408602150538,0.4170212765957447,12.41935483870968,19.24963342759478,0
chatexport,100,-19,2,1,0.2096774193548387,0.3466666666666667,12.41935483870968,19.24963342759478,0
chatexport,100,-19,1,1,0.0913978494623656,0.1674876847290641,12.41935483870968,19.24963342759478,0
chatexport,100,-19,0,1,0.02150537634408602,0.04210526315789474,12.41935483870968,19.24963342759478,0
chatexport,100,-37,3,1,0.2204301075268817,0.3612334801762114,13.26881720430108,17.95244614476382,0
chatexport,100,-37,2,1,0.1827956989247312,0.3090909090909091,13.26881720430108,17.95244614476382,0
chatexport,100,-37,1,1,0.1451612903225807,0.2535211267605634,13.26881720430108,17.95244614476382,0
chatexport,100,-37,0,1,0.02150537634408602,0.04210526315789474,13.26881720430108,17.95244614476382,0
chatexport,100,-38,3,1,0.2311827956989247,0.3755458515283843,13.75806451612903,18.67880749572535,0
chatexport,100,-38,2,1,0.1827956989247312,0.3090909090909091,13.75806451612903,18.67880749572535,0
chatexport,100,-38,1,1,0.1182795698924731,0.2115384615384616,13.75806451612903,18.67880749572535,0
chatexport,100,-38,0,1,0.03225806451612903,0.0625,13.75806451612903,18.67880749572535,0
chatexport,100,-18,3,1,0.2365591397849462,0.3826086956521739,14.12365591397849,21.30386910187155,0
chatexport,100,-18,2,1,0.1720430107526882,0.2935779816513762,14.12365591397849,21.30386910187155,0
chatexport,100,-18,1,1,0.1021505376344086,0.1853658536585366,14.12365591397849,21.30386910187155,0
chatexport,100,-18,0,1,0.02150537634408602,0.04210526315789474,14.12365591397849,21.30386910187155,0
chatexport,100,-39,3,1,0.2204301075268817,0.3612334801762114,14.38709677419355,19.49110632587211,0
chatexport,100,-39,2,1,0.1612903225806452,0.2777777777777777,14.38709677419355,19.49110632587211,0
chatexport,100,-39,1,1,0.0967741935483871,0.1764705882352941,14.38709677419355,19.49110632587211,0
chatexport,100,-39,0,1,0.02150537634408602,0.04210526315789474,14.38709677419355,19.49110632587211,0
chatexport,50,-15,3,1,0.2688172043010753,0.423728813559322,14.66666666666667,22.1902817050739,0
chatexport,50,-15,2,1,0.1881720430107527,0.3167420814479638,14.66666666666667,22.1902817050739,0
chatexport,50,-15,1,1,0.1129032258064516,0.2028985507246377,14.66666666666667,22.1902817050739,0
chatexport,50,-15,0,1,0.04301075268817205,0.08247422680412372,14.66666666666667,22.1902817050739,0
chatexport,100,-40,3,1,0.2096774193548387,0.3466666666666667,14.88172043010753,20.31446330462212,0
chatexport,100,-40,2,1,0.1720430107526882,0.2935779816513762,14.88172043010753,20.31446330462212,0
chatexport,100,-40,1,1,0.1021505376344086,0.1853658536585366,14.88172043010753,20.31446330462212,0
chatexport,100,-40,0,1,0.03225806451612903,0.0625,14.88172043010753,20.31446330462212,0
chatexport,150,-23,3,1,0.1989247311827957,0.3318385650224215,14.91397849462366,20.66970147679412,0
chatexport,150,-23,2,1,0.1774193548387097,0.3013698630136986,14.91397849462366,20.66970147679412,0
chatexport,150,-23,1,1,0.1021505376344086,0.1853658536585366,14.91397849462366,20.66970147679412,0
chatexport,150,-23,0,1,0.03225806451612903,0.0625,14.91397849462366,20.66970147679412,0
chatexport,150,-24,3,1,0.1989247311827957,0.3318385650224215,15.02688172043011,20.65994514352188,0
chatexport,150,-24,2,1,0.1666666666666667,0.2857142857142857,15.02688172043011,20.65994514352188,0
chatexport,150,-24,1,1,0.0913978494623656,0.1674876847290641,15.02688172043011,20.65994514352188,0
chatexport,150,-24,0,1,0.02150537634408602,0.04210526315789474,15.02688172043011,20.65994514352188,0
chatexport,150,-25,3,1,0.2096774193548387,0.3466666666666667,15.25268817204301,20.8714704697559,0
chatexport,150,-25,2,1,0.1720430107526882,0.2935779816513762,15.25268817204301,20.8714704697559,0
chatexport,150,-25,1,1,0.1021505376344086,0.1853658536585366,15.25268817204301,20.8714704697559,0
chatexport,150,-25,0,1,0.03763440860215054,0.07253886010362695,15.25268817204301,20.8714704697559,0
chatexport,150,-26,3,1,0.2043010752688172,0.3392857142857143,15.4247311827957,20.94783587765069,0
chatexport,150,-22,3,1,0.1881720430107527,0.3167420814479638,15.4247311827957,21.70166734588377,0
chatexport,150,-26,2,1,0.1827956989247312,0.3090909090909091,15.4247311827957,20.94783587765069,0
chatexport,150,-22,2,1,0.1666666666666667,0.2857142857142857,15.4247311827957,21.70166734588377,0
chatexport,150,-26,1,1,0.1182795698924731,0.2115384615384616,15.4247311827957,20.94783587765069,0
chatexport,150,-22,1,1,0.0913978494623656,0.1674876847290641,15.4247311827957,21.70166734588377,0
chatexport,150,-26,0,1,0.04838709677419355,0.09230769230769231,15.4247311827957,20.94783587765069,0
chatexport,150,-22,0,1,0.03225806451612903,0.0625,15.4247311827957,21.70166734588377,0
chatexport,150,-27,3,1,0.2204301075268817,0.3612334801762114,15.66666666666667,21.29541320697755,0
chatexport,150,-27,2,1,0.1881720430107527,0.3167420814479638,15.66666666666667,21.29541320697755,0
chatexport,150,-27,1,1,0.1505376344086022,0.2616822429906542,15.66666666666667,21.29541320697755,0
chatexport,150,-27,0,1,0.07526881720430108,0.14,15.66666666666667,21.29541320697755,0
chatexport,150,-21,3,1,0.1827956989247312,0.3090909090909091,15.94086021505376,22.57686988409688,0
chatexport,150,-21,2,1,0.1451612903225807,0.2535211267605634,15.94086021505376,22.57686988409688,0
chatexport,150,-21,1,1,0.08064516129032258,0.1492537313432836,15.94086021505376,22.57686988409688,0
chatexport,150,-21,0,1,0.02688172043010753,0.05235602094240838,15.94086021505376,22.57686988409688,0
chatexport,150,-28,3,1,0.1935483870967742,0.3243243243243243,16.08064516129032,21.75313597464013,0
chatexport,150,-28,2,1,0.1827956989247312,0.3090909090909091,16.08064516129032,21.75313597464013,0
chatexport,150,-28,1,1,0.1397849462365591,0.2452830188679245,16.08064516129032,21.75313597464013,0
chatexport,150,-28,0,1,0.06451612903225806,0.1212121212121212,16.08064516129032,21.75313597464013,0
chatexport,100,-17,3,1,0.2043010752688172,0.3392857142857143,16.10215053763441,23.65943400008337,0
chatexport,100,-17,2,1,0.1559139784946237,0.2697674418604651,16.10215053763441,23.65943400008337,0
chatexport,100,-17,1,1,0.1075268817204301,0.1941747572815534,16.10215053763441,23.65943400008337,0
chatexport,100,-17,0,1,0.04301075268817205,0.08247422680412372,16.10215053763441,23.65943400008337,0
chatexport,150,-29,3,1,0.1989247311827957,0.3318385650224215,16.41935483870968,22.16191638000668,0
chatexport,150,-29,2,1,0.1827956989247312,0.3090909090909091,16.41935483870968,22.16191638000668,0
chatexport,150,-29,1,1,0.1344086021505376,0.2369668246445498,16.41935483870968,22.16191638000668,0
chatexport,150,-29,0,1,0.04838709677419355,0.09230769230769231,16.41935483870968,22.16191638000668,0
chatexport,150,-20,3,1,0.1666666666666667,0.2857142857142857,16.5,23.53434918152294,0
chatexport,150,-20,2,1,0.1129032258064516,0.2028985507246377,16.5,23.53434918152294,0
chatexport,150,-20,1,1,0.08064516129032258,0.1492537313432836,16.5,23.53434918152294,0
chatexport,150,-20,0,1,0.03763440860215054,0.07253886010362695,16.5,23.53434918152294,0
chatexport,150,-30,3,1,0.1989247311827957,0.3318385650224215,16.81182795698925,22.79466547667564,0
chatexport,150,-30,2,1,0.1720430107526882,0.2935779816513762,16.81182795698925,22.79466547667564,0
chatexport,150,-30,1,1,0.1397849462365591,0.2452830188679245,16.81182795698925,22.79466547667564,0
chatexport,150,-30,0,1,0.06451612903225806,0.1212121212121212,16.81182795698925,22.79466547667564,0
chatexport,150,-31,3,1,0.1827956989247312,0.3090909090909091,17.41397849462366,23.55170473020848,0
chatexport,150,-31,2,1,0.1774193548387097,0.3013698630136986,17.41397849462366,23.55170473020848,0
chatexport,150,-31,1,1,0.1290322580645161,0.2285714285714286,17.41397849462366,23.55170473020848,0
chatexport,150,-31,0,1,0.05913978494623656,0.1116751269035533,17.41397849462366,23.55170473020848,0
chatexport,150,-19,3,1,0.1666666666666667,0.2857142857142857,17.71505376344086,25.0701167266563,0
chatexport,150,-19,2,1,0.1236559139784946,0.2200956937799043,17.71505376344086,25.0701167266563,0
chatexport,150,-19,1,1,0.06989247311827956,0.1306532663316583,17.71505376344086,25.0701167266563,0
chatexport,150,-19,0,1,0.03225806451612903,0.0625,17.71505376344086,25.0701167266563,0
chatexport,150,-32,3,1,0.1881720430107527,0.3167420814479638,17.88709677419355,24.33911405779347,0
chatexport,150,-32,2,1,0.1774193548387097,0.3013698630136986,17.88709677419355,24.33911405779347,0
chatexport,150,-32,1,1,0.1182795698924731,0.2115384615384616,17.88709677419355,24.33911405779347,0
chatexport,150,-32,0,1,0.04838709677419355,0.09230769230769231,17.88709677419355,24.33911405779347,0
chatexport,150,-33,3,1,0.2043010752688172,0.3392857142857143,18.27956989247312,24.93690963943992,0
chatexport,150,-33,2,1,0.1774193548387097,0.3013698630136986,18.27956989247312,24.93690963943992,0
chatexport,150,-33,1,1,0.1290322580645161,0.2285714285714286,18.27956989247312,24.93690963943992,0
chatexport,150,-33,0,1,0.05376344086021505,0.1020408163265306,18.27956989247312,24.93690963943992,0
chatexport,150,-34,3,1,0.2043010752688172,0.3392857142857143,18.58064516129032,25.4000254000381,0
chatexport,150,-34,2,1,0.1827956989247312,0.3090909090909091,18.58064516129032,25.4000254000381,0
chatexport,150,-34,1,1,0.1397849462365591,0.2452830188679245,18.58064516129032,25.4000254000381,0
chatexport,150,-34,0,1,0.05913978494623656,0.1116751269035533,18.58064516129032,25.4000254000381,0
chatexport,100,-16,3,1,0.1612903225806452,0.2777777777777777,18.70430107526882,26.64572430345841,0
chatexport,100,-16,2,1,0.1344086021505376,0.2369668246445498,18.70430107526882,26.64572430345841,0
chatexport,100,-16,1,1,0.08602150537634409,0.1584158415841584,18.70430107526882,26.64572430345841,0
chatexport,100,-16,0,1,0.04301075268817205,0.08247422680412372,18.70430107526882,26.64572430345841,0
chatexport,150,-35,3,1,0.2043010752688172,0.3392857142857143,18.82795698924731,25.82738398368794,0
chatexport,150,-35,2,1,0.1774193548387097,0.3013698630136986,18.82795698924731,25.82738398368794,0
chatexport,150,-35,1,1,0.1505376344086022,0.2616822429906542,18.82795698924731,25.82738398368794,0
chatexport,150,-35,0,1,0.06989247311827956,0.1306532663316583,18.82795698924731,25.82738398368794,0
chatexport,200,-23,3,1,0.1774193548387097,0.3013698630136986,18.8494623655914,25.69130223933166,0
chatexport,200,-23,2,1,0.1505376344086022,0.2616822429906542,18.8494623655914,25.69130223933166,0
chatexport,200,-23,1,1,0.0913978494623656,0.1674876847290641,18.8494623655914,25.69130223933166,0
chatexport,200,-23,0,1,0.02688172043010753,0.05235602094240838,18.8494623655914,25.69130223933166,0
chatexport,150,-18,3,1,0.1505376344086022,0.2616822429906542,18.9247311827957,26.45304218535583,0
chatexport,150,-18,2,1,0.1021505376344086,0.1853658536585366,18.9247311827957,26.45304218535583,0
chatexport,150,-18,1,1,0.04838709677419355,0.09230769230769231,18.9247311827957,26.45304218535583,0
chatexport,150,-18,0,1,0.02688172043010753,0.05235602094240838,18.9247311827957,26.45304218535583,0
chatexport,200,-24,3,1,0.1720430107526882,0.2935779816513762,18.96774193548387,25.85526297789125,0
chatexport,200,-24,2,1,0.1612903225806452,0.2777777777777777,18.96774193548387,25.85526297789125,0
chatexport,200,-24,1,1,0.08602150537634409,0.1584158415841584,18.96774193548387,25.85526297789125,0
chatexport,200,-24,0,1,0.02150537634408602,0.04210526315789474,18.96774193548387,25.85526297789125,0
chatexport,200,-22,3,1,0.1612903225806452,0.2777777777777777,19.01075268817204,26.22831925958649,0
chatexport,200,-22,2,1,0.1397849462365591,0.2452830188679245,19.01075268817204,26.22831925958649,0
chatexport,200,-22,1,1,0.0967741935483871,0.1764705882352941,19.01075268817204,26.22831925958649,0
chatexport,200,-22,0,1,0.03225806451612903,0.0625,19.01075268817204,26.22831925958649,0
chatexport,150,-36,3,1,0.2043010752688172,0.3392857142857143,19.1505376344086,26.25229124664978,0
chatexport,150,-36,2,1,0.1827956989247312,0.3090909090909091,19.1505376344086,26.25229124664978,0
chatexport,150,-36,1,1,0.1236559139784946,0.2200956937799043,19.1505376344086,26.25229124664978,0
chatexport,150,-36,0,1,0.05376344086021505,0.1020408163265306,19.1505376344086,26.25229124664978,0
chatexport,200,-21,3,1,0.1505376344086022,0.2616822429906542,19.26881720430108,26.55649283749564,0
chatexport,200,-21,2,1,0.1182795698924731,0.2115384615384616,19.26881720430108,26.55649283749564,0
chatexport,200,-21,1,1,0.06451612903225806,0.1212121212121212,19.26881720430108,26.55649283749564,0
chatexport,200,-21,0,1,0.02688172043010753,0.05235602094240838,19.26881720430108,26.55649283749564,0
chatexport,200,-25,3,1,0.1774193548387097,0.3013698630136986,19.33333333333333,26.39892470928412,0
chatexport,200,-25,2,1,0.1666666666666667,0.2857142857142857,19.33333333333333,26.39892470928412,0
chatexport,200,-25,1,1,0.0967741935483871,0.1764705882352941,19.33333333333333,26.39892470928412,0
chatexport,200,-25,0,1,0.02688172043010753,0.05235602094240838,19.33333333333333,26.39892470928412,0
chatexport,150,-37,3,1,0.2043010752688172,0.3392857142857143,19.3763440860215,26.67627515066484,0
chatexport,150,-37,2,1,0.1774193548387097,0.3013698630136986,19.3763440860215,26.67627515066484,0
chatexport,150,-37,1,1,0.1290322580645161,0.2285714285714286,19.3763440860215,26.67627515066484,0
chatexport,150,-37,0,1,0.05913978494623656,0.1116751269035533,19.3763440860215,26.67627515066484,0
chatexport,200,-26,3,1,0.1827956989247312,0.3090909090909091,19.54838709677419,26.70608645540265,0
chatexport,200,-26,2,1,0.1666666666666667,0.2857142857142857,19.54838709677419,26.70608645540265,0
chatexport,200,-26,1,1,0.0967741935483871,0.1764705882352941,19.54838709677419,26.70608645540265,0
chatexport,200,-26,0,1,0.03225806451612903,0.0625,19.54838709677419,26.70608645540265,0
chatexport,150,-38,3,1,0.1989247311827957,0.3318385650224215,19.6505376344086,27.08399916468556,0
chatexport,150,-38,2,1,0.1827956989247312,0.3090909090909091,19.6505376344086,27.08399916468556,0
chatexport,150,-38,1,1,0.1290322580645161,0.2285714285714286,19.6505376344086,27.08399916468556,0
chatexport,150,-38,0,1,0.04838709677419355,0.09230769230769231,19.6505376344086,27.08399916468556,0
chatexport,200,-27,3,1,0.1827956989247312,0.3090909090909091,19.68817204301075,26.62402504651427,0
chatexport,200,-27,2,1,0.1666666666666667,0.2857142857142857,19.68817204301075,26.62402504651427,0
chatexport,200,-27,1,1,0.08602150537634409,0.1584158415841584,19.68817204301075,26.62402504651427,0
chatexport,200,-27,0,1,0.03225806451612903,0.0625,19.68817204301075,26.62402504651427,0
chatexport,200,-20,3,1,0.1451612903225807,0.2535211267605634,19.8010752688172,27.36639097211595,0
chatexport,200,-20,2,1,0.1075268817204301,0.1941747572815534,19.8010752688172,27.36639097211595,0
chatexport,200,-20,1,1,0.04301075268817205,0.08247422680412372,19.8010752688172,27.36639097211595,0
chatexport,200,-20,0,1,0.01612903225806452,0.03174603174603174,19.8010752688172,27.36639097211595,0
chatexport,200,-28,3,1,0.1774193548387097,0.3013698630136986,19.8494623655914,26.78468508007346,0
chatexport,200,-28,2,1,0.1666666666666667,0.2857142857142857,19.8494623655914,26.78468508007346,0
chatexport,200,-28,1,1,0.0913978494623656,0.1674876847290641,19.8494623655914,26.78468508007346,0
chatexport,200,-28,0,1,0.03225806451612903,0.0625,19.8494623655914,26.78468508007346,0
chatexport,150,-39,3,1,0.2043010752688172,0.3392857142857143,19.86021505376344,27.45357763081495,0
chatexport,150,-39,2,1,0.1774193548387097,0.3013698630136986,19.86021505376344,27.45357763081495,0
chatexport,150,-39,1,1,0.1182795698924731,0.2115384615384616,19.86021505376344,27.45357763081495,0
chatexport,150,-39,0,1,0.03763440860215054,0.07253886010362695,19.86021505376344,27.45357763081495,0
chatexport,150,-40,3,1,0.1935483870967742,0.3243243243243243,20.09139784946236,27.85301280975983,0
chatexport,150,-40,2,1,0.1720430107526882,0.2935779816513762,20.09139784946236,27.85301280975983,0
chatexport,150,-40,1,1,0.1236559139784946,0.2200956937799043,20.09139784946236,27.85301280975983,0
chatexport,150,-40,0,1,0.03763440860215054,0.07253886010362695,20.09139784946236,27.85301280975983,0
chatexport,200,-29,3,1,0.1774193548387097,0.3013698630136986,20.13978494623656,27.26985810909772,0
chatexport,200,-29,2,1,0.1666666666666667,0.2857142857142857,20.13978494623656,27.26985810909772,0
chatexport,200,-29,1,1,0.1075268817204301,0.1941747572815534,20.13978494623656,27.26985810909772,0
chatexport,200,-29,0,1,0.05376344086021505,0.1020408163265306,20.13978494623656,27.26985810909772,0
chatexport,200,-30,3,1,0.1774193548387097,0.3013698630136986,20.43548387096774,27.73249714413512,0
chatexport,200,-30,2,1,0.1612903225806452,0.2777777777777777,20.43548387096774,27.73249714413512,0
chatexport,200,-30,1,1,0.1075268817204301,0.1941747572815534,20.43548387096774,27.73249714413512,0
chatexport,200,-30,0,1,0.04301075268817205,0.08247422680412372,20.43548387096774,27.73249714413512,0
chatexport,250,-23,3,1,0.1666666666666667,0.2857142857142857,20.73118279569892,28.27495567245986,0
chatexport,250,-23,2,1,0.1236559139784946,0.2200956937799043,20.73118279569892,28.27495567245986,0
chatexport,250,-23,1,1,0.08602150537634409,0.1584158415841584,20.73118279569892,28.27495567245986,0
chatexport,250,-23,0,1,0.02688172043010753,0.05235602094240838,20.73118279569892,28.27495567245986,0
chatexport,250,-24,3,1,0.1666666666666667,0.2857142857142857,20.74731182795699,28.32577381759572,0
chatexport,250,-24,2,1,0.1397849462365591,0.2452830188679245,20.74731182795699,28.32577381759572,0
chatexport,250,-24,1,1,0.08602150537634409,0.1584158415841584,20.74731182795699,28.32577381759572,0
chatexport,250,-24,0,1,0.02150537634408602,0.04210526315789474,20.74731182795699,28.32577381759572,0
chatexport,200,-19,3,1,0.1397849462365591,0.2452830188679245,20.76881720430108,28.50815767045357,0
chatexport,200,-19,2,1,0.08602150537634409,0.1584158415841584,20.76881720430108,28.50815767045357,0
chatexport,200,-19,1,1,0.03225806451612903,0.0625,20.76881720430108,28.50815767045357,0
chatexport,200,-19,0,1,0.01612903225806452,0.03174603174603174,20.76881720430108,28.50815767045357,0
chatexport,150,-17,3,1,0.1344086021505376,0.2369668246445498,20.78494623655914,28.62005462751112,0
chatexport,150,-17,2,1,0.08064516129032258,0.1492537313432836,20.78494623655914,28.62005462751112,0
chatexport,150,-17,1,1,0.04301075268817205,0.08247422680412372,20.78494623655914,28.62005462751112,0
chatexport,150,-17,0,1,0.02150537634408602,0.04210526315789474,20.78494623655914,28.62005462751112,0
chatexport,200,-31,3,1,0.1720430107526882,0.2935779816513762,20.81720430107527,28.26449575757734,0
chatexport,200,-31,2,1,0.1612903225806452,0.2777777777777777,20.81720430107527,28.26449575757734,0
chatexport,200,-31,1,1,0.1129032258064516,0.2028985507246377,20.81720430107527,28.26449575757734,0
chatexport,200,-31,0,1,0.04838709677419355,0.09230769230769231,20.81720430107527,28.26449575757734,0
chatexport,250,-22,3,1,0.1505376344086022,0.2616822429906542,20.89247311827957,28.53596108892808,0
chatexport,250,-22,2,1,0.1236559139784946,0.2200956937799043,20.89247311827957,28.53596108892808,0
chatexport,250,-22,1,1,0.07526881720430108,0.14,20.89247311827957,28.53596108892808,0
chatexport,250,-22,0,1,0.02150537634408602,0.04210526315789474,20.89247311827957,28.53596108892808,0
chatexport,250,-25,3,1,0.1666666666666667,0.2857142857142857,21.02688172043011,28.61714276819148,0
chatexport,250,-25,2,1,0.1559139784946237,0.2697674418604651,21.02688172043011,28.61714276819148,0
chatexport,250,-25,1,1,0.08602150537634409,0.1584158415841584,21.02688172043011,28.61714276819148,0
chatexport,250,-25,0,1,0.02150537634408602,0.04210526315789474,21.02688172043011,28.61714276819148,0
chatexport,200,-32,3,1,0.1774193548387097,0.3013698630136986,21.13440860215054,28.75844896889911,0
chatexport,200,-32,2,1,0.1612903225806452,0.2777777777777777,21.13440860215054,28.75844896889911,0
chatexport,200,-32,1,1,0.1129032258064516,0.2028985507246377,21.13440860215054,28.75844896889911,0
chatexport,200,-32,0,1,0.04838709677419355,0.09230769230769231,21.13440860215054,28.75844896889911,0
chatexport,250,-21,3,1,0.1344086021505376,0.2369668246445498,21.13978494623656,28.78955903930137,0
chatexport,250,-21,2,1,0.0967741935483871,0.1764705882352941,21.13978494623656,28.78955903930137,0
chatexport,250,-21,1,1,0.03225806451612903,0.0625,21.13978494623656,28.78955903930137,0
chatexport,250,-21,0,1,0.01612903225806452,0.03174603174603174,21.13978494623656,28.78955903930137,0
chatexport,250,-26,3,1,0.1666666666666667,0.2857142857142857,21.15591397849462,28.90724878396532,0
chatexport,250,-26,2,1,0.1559139784946237,0.2697674418604651,21.15591397849462,28.90724878396532,0
chatexport,250,-26,1,1,0.0967741935483871,0.1764705882352941,21.15591397849462,28.90724878396532,0
chatexport,250,-26,0,1,0.02688172043010753,0.05235602094240838,21.15591397849462,28.90724878396532,0
chatexport,250,-27,3,1,0.1720430107526882,0.2935779816513762,21.2741935483871,28.94014958607706,0
chatexport,250,-27,2,1,0.1559139784946237,0.2697674418604651,21.2741935483871,28.94014958607706,0
chatexport,250,-27,1,1,0.08064516129032258,0.1492537313432836,21.2741935483871,28.94014958607706,0
chatexport,250,-27,0,1,0.03225806451612903,0.0625,21.2741935483871,28.94014958607706,0
chatexport,200,-33,3,1,0.1827956989247312,0.3090909090909091,21.37096774193548,29.22539402495676,0
chatexport,200,-33,2,1,0.1559139784946237,0.2697674418604651,21.37096774193548,29.22539402495676,0
chatexport,200,-33,1,1,0.1075268817204301,0.1941747572815534,21.37096774193548,29.22539402495676,0
chatexport,200,-33,0,1,0.05376344086021505,0.1020408163265306,21.37096774193548,29.22539402495676,0
chatexport,100,-15,3,1,0.1236559139784946,0.2200956937799043,21.39247311827957,29.761687864033,0
chatexport,100,-15,2,1,0.0913978494623656,0.1674876847290641,21.39247311827957,29.761687864033,0
chatexport,100,-15,1,1,0.04301075268817205,0.08247422680412372,21.39247311827957,29.761687864033,0
chatexport,100,-15,0,1,0.01075268817204301,0.02127659574468085,21.39247311827957,29.761687864033,0
chatexport,250,-28,3,1,0.1774193548387097,0.3013698630136986,21.51075268817204,29.01269651617693,0
chatexport,250,-28,2,1,0.1505376344086022,0.2616822429906542,21.51075268817204,29.01269651617693,0
chatexport,250,-28,1,1,0.07526881720430108,0.14,21.51075268817204,29.01269651617693,0
chatexport,250,-28,0,1,0.02688172043010753,0.05235602094240838,21.51075268817204,29.01269651617693,0
chatexport,200,-34,3,1,0.1827956989247312,0.3090909090909091,21.60752688172043,29.6215375001192,0
chatexport,200,-34,2,1,0.1559139784946237,0.2697674418604651,21.60752688172043,29.6215375001192,0
chatexport,200,-34,1,1,0.1075268817204301,0.1941747572815534,21.60752688172043,29.6215375001192,0
chatexport,200,-34,0,1,0.04838709677419355,0.09230769230769231,21.60752688172043,29.6215375001192,0
chatexport,200,-35,3,1,0.1881720430107527,0.3167420814479638,21.68279569892473,29.95579180001075,0
chatexport,200,-35,2,1,0.1666666666666667,0.2857142857142857,21.68279569892473,29.95579180001075,0
chatexport,200,-35,1,1,0.1182795698924731,0.2115384615384616,21.68279569892473,29.95579180001075,0
chatexport,200,-35,0,1,0.04838709677419355,0.09230769230769231,21.68279569892473,29.95579180001075,0
chatexport,250,-29,3,1,0.1666666666666667,0.2857142857142857,21.75806451612903,29.47068891926933,0
chatexport,250,-29,2,1,0.1451612903225807,0.2535211267605634,21.75806451612903,29.47068891926933,0
